"quarter","inflation_author","unemployment_author","tbill_rate_author","inflation_fred","unemployment_fred","tbill_rate_fred","inflation_diff","unemployment_diff","tbill_rate_diff"
"1989Q4",3.447243,5.3,7.64,3.45417067188665,5.36666666666667,7.65333333333333,0.00692767188664734,0.0666666666666673,0.0133333333333336
"1990Q1",3.6100943,5.4,7.64,3.57930562096938,5.3,7.76,-0.0307886790306249,-0.100000000000001,0.12
"1990Q2",3.8089403,5.4,7.77,3.61614898043872,5.33333333333333,7.74666666666667,-0.192791319561284,-0.0666666666666664,-0.0233333333333325
"1990Q3",3.9790656,5.5,7.62,3.73771475113847,5.7,7.47666666666667,-0.241350848861535,0.2,-0.143333333333334
"1990Q4",4.099052,5.9,7.17,3.81777557990226,6.13333333333333,6.99,-0.28127642009774,0.233333333333333,-0.18
"1991Q1",4.0714526,6.4,6.22,3.70157626190313,6.6,6.02333333333333,-0.369876338096872,0.199999999999999,-0.196666666666666
"1991Q2",3.5265475,6.7,5.65,3.30676028006609,6.83333333333333,5.56,-0.21978721993391,0.133333333333334,-0.0899999999999999
"1991Q3",3.3137119,6.8,5.58,3.21066787531734,6.86666666666667,5.37666666666667,-0.103044024682659,0.0666666666666673,-0.203333333333333
"1991Q4",3.0366796,7,4.99,3.0301870786765,7.1,4.54,-0.00649252132349476,0.0999999999999996,-0.45
"1992Q1",2.5148813,7.3,3.8,2.4607757273662,7.36666666666667,3.89333333333333,-0.0541055726337953,0.0666666666666673,0.0933333333333333
"1992Q2",2.3968454,7.4,3.75,2.33789698560649,7.6,3.68,-0.0589484143935088,0.199999999999999,-0.0699999999999998
"1992Q3",2.1410371,7.7,3.21,2.05168383263761,7.63333333333333,3.08333333333333,-0.0893532673623927,-0.0666666666666673,-0.126666666666666
"1992Q4",2.1619718,7.3,2.86,2.17278297641252,7.36666666666667,3.07,0.010811176412524,0.0666666666666673,0.21
"1993Q1",2.2887858,7.3,3,2.36868657739757,7.13333333333333,2.96,0.079900777397572,-0.166666666666667,-0.04
"1993Q2",2.3105832,7.1,2.87,2.36104519960323,7.06666666666667,2.96666666666667,0.0504619996032289,-0.0333333333333332,0.0966666666666667
"1993Q3",2.3236745,6.9,3.04,2.38409807397524,6.8,3.00333333333333,0.0604235739752381,-0.100000000000001,-0.0366666666666666
"1993Q4",2.2839549,6.8,3.02,2.26881186903949,6.63333333333333,3.06,-0.0151430309605112,-0.166666666666667,0.04
"1994Q1",2.1304244,6.6,2.98,2.18484333701623,6.56666666666667,3.24333333333333,0.0544189370162291,-0.0333333333333332,0.263333333333333
"1994Q2",2.0135141,6.4,3.68,2.07432705750987,6.2,3.98666666666667,0.0608129575098726,-0.2,0.306666666666666
"1994Q3",2.1738394,6.1,4.33,2.10362500168042,6,4.47666666666667,-0.0702143983195795,-0.0999999999999996,0.146666666666667
"1994Q4",2.1655622,5.8,4.95,2.07331025763517,5.63333333333333,5.28,-0.0922519423648254,-0.166666666666667,0.33
"1995Q1",2.1830844,5.6,5.71,2.13210832083481,5.46666666666667,5.73666666666667,-0.0509760791651863,-0.133333333333333,0.0266666666666664
"1995Q2",2.1238053,5.8,5.65,2.14303644585359,5.66666666666667,5.59666666666667,0.0192311458535857,-0.133333333333334,-0.0533333333333337
"1995Q3",1.9397956,5.7,5.42,2.05879215467286,5.66666666666667,5.36666666666667,0.118996554672862,-0.0333333333333332,-0.0533333333333328
"1995Q4",1.9525495,5.5,5.28,1.9748326905515,5.56666666666667,5.26,0.022283190551498,0.0666666666666664,-0.0200000000000005
"1996Q1",1.9092557,5.6,5,1.86631538693316,5.53333333333333,4.93,-0.0429403130668404,-0.0666666666666664,-0.0700000000000003
"1996Q2",1.8761359,5.6,4.95,1.78527145860361,5.5,5.02,-0.0908644413963899,-0.0999999999999996,0.0699999999999994
